"full_name","team.name","season","venue.name","mean_disposals","min_disposals","max_disposals","games_played"
"James Polkinghorne","Essendon",2016,"MCG",11,11,11,1
"James Polkinghorne","Essendon",2016,"Marvel Stadium",15.5,9,21,4
"James Polkinghorne","Essendon",2016,"SCG",12,12,12,1
"James Rose","Sydney Swans",2015,"GIANTS Stadium",6,6,6,1
"James Rose","Sydney Swans",2016,"GIANTS Stadium",13,13,13,1
"James Rose","Sydney Swans",2016,"GMHBA Stadium",6,6,6,1
"James Rose","Sydney Swans",2016,"Heritage Bank Stadium",16,16,16,1
"James Rose","Sydney Swans",2016,"SCG",14.5,13,16,2
"James Rose","Sydney Swans",2017,"MCG",6,6,6,1
"James Rose","Sydney Swans",2018,"Marvel Stadium",7,7,7,1
"James Rose","Sydney Swans",2019,"GIANTS Stadium",5,5,5,1
"James Rose","Sydney Swans",2019,"MCG",11,11,11,1
"James Rose","Sydney Swans",2019,"SCG",17,15,19,3
"James Rowbottom","Sydney Swans",2019,"Adelaide Oval",12,12,12,1
"James Rowbottom","Sydney Swans",2019,"Blundstone Arena",4,4,4,1
"James Rowbottom","Sydney Swans",2019,"GIANTS Stadium",13,13,13,1
"James Rowbottom","Sydney Swans",2019,"MCG",19,14,24,2
"James Rowbottom","Sydney Swans",2019,"Marvel Stadium",13,13,13,1
"James Rowbottom","Sydney Swans",2019,"Optus Stadium",16,16,16,1
"James Rowbottom","Sydney Swans",2019,"SCG",13.6,10,21,5
"James Rowbottom","Sydney Swans",2020,"Adelaide Oval",11.5,11,12,2
"James Rowbottom","Sydney Swans",2020,"Cazalys Stadium",13,13,13,1
"James Rowbottom","Sydney Swans",2020,"Gabba",16,15,17,3
"James Rowbottom","Sydney Swans",2020,"Heritage Bank Stadium",13,9,16,3
"James Rowbottom","Sydney Swans",2020,"Marvel Stadium",18,18,18,1
"James Rowbottom","Sydney Swans",2020,"Optus Stadium",19.5,19,20,2
"James Rowbottom","Sydney Swans",2020,"SCG",14.25,10,18,4
"James Rowbottom","Sydney Swans",2021,"Adelaide Oval",15,15,15,1
"James Rowbottom","Sydney Swans",2021,"GMHBA Stadium",0,0,0,1
"James Rowbottom","Sydney Swans",2021,"Gabba",22,22,22,1
"James Rowbottom","Sydney Swans",2021,"Heritage Bank Stadium",12,8,16,3
"James Rowbottom","Sydney Swans",2021,"MCG",22,22,22,1
"James Rowbottom","Sydney Swans",2021,"Marvel Stadium",16.33,14,18,3
"James Rowbottom","Sydney Swans",2021,"Optus Stadium",15,15,15,1
"James Rowbottom","Sydney Swans",2021,"SCG",17.6,14,21,5
"James Rowbottom","Sydney Swans",2022,"Accor Stadium",18,18,18,1
"James Rowbottom","Sydney Swans",2022,"Adelaide Oval",17,17,17,1
"James Rowbottom","Sydney Swans",2022,"MCG",15,14,16,2
"James Rowbottom","Sydney Swans",2022,"Marvel Stadium",19.67,13,24,3
"James Rowbottom","Sydney Swans",2022,"Optus Stadium",17.5,12,23,2
"James Rowbottom","Sydney Swans",2022,"SCG",18.55,12,26,11
"James Rowbottom","Sydney Swans",2022,"University of Tasmania Stadium",22,22,22,1
"James Rowbottom","Sydney Swans",2023,"Adelaide Oval",16,15,17,2
"James Rowbottom","Sydney Swans",2023,"GIANTS Stadium",24,24,24,1
"James Rowbottom","Sydney Swans",2023,"GMHBA Stadium",13,13,13,1
"James Rowbottom","Sydney Swans",2023,"Gabba",23,23,23,1
"James Rowbottom","Sydney Swans",2023,"Heritage Bank Stadium",17,17,17,1
"James Rowbottom","Sydney Swans",2023,"MCG",17.33,12,21,3
"James Rowbottom","Sydney Swans",2023,"Marvel Stadium",17,15,19,2
"James Rowbottom","Sydney Swans",2023,"Optus Stadium",22,22,22,1
"James Rowbottom","Sydney Swans",2023,"SCG",18.27,12,27,11
"James Rowe","Adelaide Crows",2021,"Adelaide Oval",12.5,0,18,10
"James Rowe","Adelaide Crows",2021,"Cazalys Stadium",18,18,18,1
"James Rowe","Adelaide Crows",2021,"GIANTS Stadium",13,13,13,1
"James Rowe","Adelaide Crows",2021,"Mars Stadium",12,12,12,1
"James Rowe","Adelaide Crows",2021,"Marvel Stadium",11.67,9,13,3
"James Rowe","Adelaide Crows",2021,"Optus Stadium",22,22,22,1
"James Rowe","Adelaide Crows",2021,"SCG",8,8,8,1
"James Rowe","Adelaide Crows",2021,"University of Tasmania Stadium",8,8,8,1
"James Rowe","Adelaide Crows",2022,"Adelaide Oval",11.5,0,23,10
"James Rowe","Adelaide Crows",2022,"Blundstone Arena",14,14,14,1
"James Rowe","Adelaide Crows",2022,"GMHBA Stadium",19,19,19,1
"James Rowe","Adelaide Crows",2022,"Heritage Bank Stadium",24,24,24,1
"James Rowe","Adelaide Crows",2022,"MCG",18,18,18,1
"James Rowe","Adelaide Crows",2022,"Marvel Stadium",7.33,5,10,3
"James Sicily","Hawthorn",2015,"MCG",11,10,12,2
"James Sicily","Hawthorn",2015,"University of Tasmania Stadium",16,16,16,1
"James Sicily","Hawthorn",2016,"Adelaide Oval",6,6,6,1
"James Sicily","Hawthorn",2016,"Domain Stadium",10,10,10,1
"James Sicily","Hawthorn",2016,"GIANTS Stadium",9,9,9,1
"James Sicily","Hawthorn",2016,"Gabba",10,10,10,1
"James Sicily","Hawthorn",2016,"MCG",10.44,5,15,9
"James Sicily","Hawthorn",2016,"Marvel Stadium",16.67,12,25,3
"James Sicily","Hawthorn",2016,"SCG",9,9,9,1
"James Sicily","Hawthorn",2016,"University of Tasmania Stadium",13.25,10,17,4
"James Sicily","Hawthorn",2017,"Adelaide Oval",18,11,25,2
"James Sicily","Hawthorn",2017,"Domain Stadium",29,29,29,1
"James Sicily","Hawthorn",2017,"MCG",16.9,7,29,10
"James Sicily","Hawthorn",2017,"Marvel Stadium",22,13,31,2
"James Sicily","Hawthorn",2017,"SCG",13,13,13,1
"James Sicily","Hawthorn",2017,"University of Tasmania Stadium",20.33,12,27,3
"James Sicily","Hawthorn",2018,"GIANTS Stadium",24,24,24,1
"James Sicily","Hawthorn",2018,"Gabba",19,19,19,1
"James Sicily","Hawthorn",2018,"MCG",24.5,19,29,6
"James Sicily","Hawthorn",2018,"Marvel Stadium",25.67,21,28,3
"James Sicily","Hawthorn",2018,"University of Tasmania Stadium",22.67,22,23,3
"James Sicily","Hawthorn",2019,"Adelaide Oval",26,26,26,1
"James Sicily","Hawthorn",2019,"Gabba",23,23,23,1
"James Sicily","Hawthorn",2019,"MCG",21.44,16,28,9
"James Sicily","Hawthorn",2019,"Manuka Oval",33,33,33,1
"James Sicily","Hawthorn",2019,"Marvel Stadium",19.25,12,28,4
"James Sicily","Hawthorn",2019,"Optus Stadium",18,18,18,1
"James Sicily","Hawthorn",2019,"SCG",8,8,8,1
"James Sicily","Hawthorn",2019,"University of Tasmania Stadium",21.5,16,27,4
"James Sicily","Hawthorn",2020,"GIANTS Stadium",21,10,29,3
"James Sicily","Hawthorn",2020,"GMHBA Stadium",12,12,12,1
"James Sicily","Hawthorn",2020,"MCG",20,17,23,2
"James Sicily","Hawthorn",2020,"Marvel Stadium",18,18,18,1
"James Sicily","Hawthorn",2020,"Optus Stadium",13.67,12,15,3
"James Sicily","Hawthorn",2020,"SCG",23,23,23,1
"James Sicily","Hawthorn",2022,"Adelaide Oval",20,20,20,1
"James Sicily","Hawthorn",2022,"Blundstone Arena",24,24,24,1
"James Sicily","Hawthorn",2022,"GIANTS Stadium",25,25,25,1
"James Sicily","Hawthorn",2022,"MCG",25,20,30,9
"James Sicily","Hawthorn",2022,"Marvel Stadium",20.75,16,23,4
"James Sicily","Hawthorn",2022,"Optus Stadium",22,22,22,1
"James Sicily","Hawthorn",2022,"TIO Stadium",21,21,21,1
"James Sicily","Hawthorn",2022,"University of Tasmania Stadium",26,21,33,4
"James Sicily","Hawthorn",2023,"MCG",27,14,37,8
"James Sicily","Hawthorn",2023,"Marvel Stadium",28,17,43,4
"James Sicily","Hawthorn",2023,"Norwood Oval",20,20,20,1
"James Sicily","Hawthorn",2023,"Optus Stadium",21,21,21,1
"James Sicily","Hawthorn",2023,"SCG",25,25,25,1
"James Sicily","Hawthorn",2023,"University of Tasmania Stadium",26.75,22,30,4
"James Stewart","Essendon",2017,"GIANTS Stadium",9,9,9,1
"James Stewart","Essendon",2017,"Heritage Bank Stadium",9,9,9,1
"James Stewart","Essendon",2017,"MCG",12,10,14,4
"James Stewart","Essendon",2017,"Marvel Stadium",14.12,9,21,8
"James Stewart","Essendon",2017,"SCG",9,9,9,1
"James Stewart","Essendon",2018,"GIANTS Stadium",11,11,11,1
"James Stewart","Essendon",2018,"MCG",13.8,11,20,5
"James Stewart","Essendon",2018,"Marvel Stadium",11.5,7,16,4
"James Stewart","Essendon",2018,"Optus Stadium",12,12,12,1
"James Stewart","Essendon",2020,"Adelaide Oval",9.5,8,11,2
"James Stewart","Essendon",2020,"Gabba",7.33,5,11,3
"James Stewart","Essendon",2020,"Heritage Bank Stadium",6.25,4,10,4
"James Stewart","Essendon",2020,"TIO Stadium",9,9,9,1
"James Stewart","Essendon",2021,"GIANTS Stadium",12,12,12,1
"James Stewart","Essendon",2021,"GMHBA Stadium",14.5,13,16,2
"James Stewart","Essendon",2021,"Heritage Bank Stadium",14,13,15,2
"James Stewart","Essendon",2021,"MCG",11.5,8,15,4
"James Stewart","Essendon",2021,"Marvel Stadium",10.75,8,14,4
"James Stewart","Essendon",2021,"Optus Stadium",11,10,12,2
"James Stewart","Essendon",2021,"University of Tasmania Stadium",17,17,17,1
"James Stewart","Essendon",2022,"GIANTS Stadium",10,10,10,1
"James Stewart","Essendon",2022,"MCG",10.5,8,13,2
"James Stewart","Essendon",2022,"Marvel Stadium",6.67,0,13,3
"James Stewart","GWS Giants",2014,"GIANTS Stadium",10,10,10,1
"James Stewart","GWS Giants",2014,"MCG",12,12,12,1
"James Stewart","GWS Giants",2014,"Marvel Stadium",12,12,12,1
"James Stewart","GWS Giants",2015,"Domain Stadium",10.5,9,12,2
"James Stewart","GWS Giants",2015,"GIANTS Stadium",9.6,7,12,5
"James Stewart","GWS Giants",2015,"MCG",5,2,8,2
"James Stewart","GWS Giants",2015,"Manuka Oval",13,13,13,1
"James Stewart","GWS Giants",2015,"Marvel Stadium",12.67,10,16,3
"James Stewart","GWS Giants",2016,"MCG",4,4,4,1
"James Trezise","Richmond",2023,"Adelaide Oval",17,17,17,1
"James Tsitas","Gold Coast Suns",2022,"Heritage Bank Stadium",5,5,5,1
"James Tsitas","Gold Coast Suns",2023,"Adelaide Oval",5,5,5,1
"James Tsitas","Gold Coast Suns",2023,"Heritage Bank Stadium",2,2,2,1
"James Tsitas","Gold Coast Suns",2023,"Optus Stadium",4,4,4,1
"James Tsitas","Gold Coast Suns",2023,"SCG",8,8,8,1
"James Tunstill","Brisbane Lions",2022,"Gabba",11,11,11,2
"James Tunstill","Brisbane Lions",2022,"MCG",9,9,9,1
"James Tunstill","Brisbane Lions",2023,"Adelaide Oval",7,7,7,1
"James Tunstill","Brisbane Lions",2023,"Heritage Bank Stadium",5,5,5,1
"James Worpel","Hawthorn",2018,"Gabba",11,11,11,1
"James Worpel","Hawthorn",2018,"MCG",15,6,23,3
"James Worpel","Hawthorn",2018,"Marvel Stadium",29.5,27,32,2
"James Worpel","Hawthorn",2018,"Optus Stadium",16,16,16,1
"James Worpel","Hawthorn",2018,"SCG",23,23,23,1
"James Worpel","Hawthorn",2018,"University of Tasmania Stadium",13,13,13,1
"James Worpel","Hawthorn",2019,"Adelaide Oval",27,27,27,1
"James Worpel","Hawthorn",2019,"Gabba",25,25,25,1
"James Worpel","Hawthorn",2019,"MCG",24.22,22,27,9
"James Worpel","Hawthorn",2019,"Manuka Oval",31,31,31,1
"James Worpel","Hawthorn",2019,"Marvel Stadium",32.5,25,37,4
"James Worpel","Hawthorn",2019,"Optus Stadium",20,20,20,1
"James Worpel","Hawthorn",2019,"SCG",19,19,19,1
"James Worpel","Hawthorn",2019,"University of Tasmania Stadium",28.5,21,34,4
"James Worpel","Hawthorn",2020,"Adelaide Oval",21.33,15,26,3
"James Worpel","Hawthorn",2020,"GIANTS Stadium",16,14,18,3
"James Worpel","Hawthorn",2020,"GMHBA Stadium",15,15,15,1
"James Worpel","Hawthorn",2020,"Heritage Bank Stadium",17,17,17,1
"James Worpel","Hawthorn",2020,"MCG",18,17,19,2
"James Worpel","Hawthorn",2020,"Marvel Stadium",24,24,24,1
"James Worpel","Hawthorn",2020,"Optus Stadium",22,19,27,3
"James Worpel","Hawthorn",2020,"SCG",17,17,17,1
"James Worpel","Hawthorn",2021,"MCG",20.67,13,29,9
"James Worpel","Hawthorn",2021,"Marvel Stadium",25.25,17,33,4
"James Worpel","Hawthorn",2021,"Optus Stadium",22,22,22,1
"James Worpel","Hawthorn",2021,"SCG",19,18,20,2
"James Worpel","Hawthorn",2021,"University of Tasmania Stadium",19.5,16,26,4
"James Worpel","Hawthorn",2022,"Adelaide Oval",22,22,22,1
"James Worpel","Hawthorn",2022,"GIANTS Stadium",4,4,4,1
"James Worpel","Hawthorn",2022,"MCG",15.33,5,26,6
"James Worpel","Hawthorn",2022,"Marvel Stadium",20,15,25,2
"James Worpel","Hawthorn",2022,"University of Tasmania Stadium",11,11,11,1
"James Worpel","Hawthorn",2023,"Adelaide Oval",35,35,35,1
"James Worpel","Hawthorn",2023,"GIANTS Stadium",24,24,24,1
"James Worpel","Hawthorn",2023,"Heritage Bank Stadium",28,28,28,1
"James Worpel","Hawthorn",2023,"MCG",25.78,18,30,9
"James Worpel","Hawthorn",2023,"Marvel Stadium",27.75,24,32,4
"James Worpel","Hawthorn",2023,"Norwood Oval",35,35,35,1
"James Worpel","Hawthorn",2023,"Optus Stadium",25,25,25,1
"James Worpel","Hawthorn",2023,"SCG",22,22,22,1
"James Worpel","Hawthorn",2023,"University of Tasmania Stadium",22,15,27,4
"Jamie Bennell","West Coast Eagles",2014,"Adelaide Oval",14,14,14,1
"Jamie Bennell","West Coast Eagles",2014,"Domain Stadium",15.4,9,23,10
"Jamie Bennell","West Coast Eagles",2014,"GMHBA Stadium",15,15,15,1
"Jamie Bennell","West Coast Eagles",2014,"Heritage Bank Stadium",14,14,14,1
"Jamie Bennell","West Coast Eagles",2014,"MCG",12.5,10,15,2
"Jamie Bennell","West Coast Eagles",2014,"Marvel Stadium",8,3,11,3
"Jamie Bennell","West Coast Eagles",2014,"University of Tasmania Stadium",11,11,11,1
"Jamie Bennell","West Coast Eagles",2015,"Adelaide Oval",8,6,10,2
"Jamie Bennell","West Coast Eagles",2015,"Domain Stadium",12.33,8,17,6
"Jamie Bennell","West Coast Eagles",2015,"Marvel Stadium",5,5,5,1
"Jamie Bennell","West Coast Eagles",2016,"Domain Stadium",17,17,17,1
"Jamie Bennell","West Coast Eagles",2016,"MCG",5,5,5,1
"Jamie Cripps","West Coast Eagles",2014,"Adelaide Oval",15,15,15,1
"Jamie Cripps","West Coast Eagles",2014,"Domain Stadium",11,5,16,10
"Jamie Cripps","West Coast Eagles",2014,"GMHBA Stadium",12,12,12,1
"Jamie Cripps","West Coast Eagles",2014,"Heritage Bank Stadium",9,9,9,1
"Jamie Cripps","West Coast Eagles",2014,"MCG",13,11,15,2
"Jamie Cripps","West Coast Eagles",2014,"Marvel Stadium",13.67,12,15,3
"Jamie Cripps","West Coast Eagles",2014,"University of Tasmania Stadium",3,3,3,1
"Jamie Cripps","West Coast Eagles",2015,"Adelaide Oval",11.5,10,13,2
"Jamie Cripps","West Coast Eagles",2015,"Blundstone Arena",9,9,9,1
"Jamie Cripps","West Coast Eagles",2015,"Domain Stadium",13.75,6,26,12
"Jamie Cripps","West Coast Eagles",2015,"Gabba",15,15,15,1
"Jamie Cripps","West Coast Eagles",2015,"Heritage Bank Stadium",16,16,16,1
"Jamie Cripps","West Coast Eagles",2015,"MCG",10,10,10,1
"Jamie Cripps","West Coast Eagles",2015,"Marvel Stadium",17.33,12,21,3
"Jamie Cripps","West Coast Eagles",2015,"TIO Stadium",14,14,14,1
"Jamie Cripps","West Coast Eagles",2016,"Adelaide Oval",11.5,11,12,2
"Jamie Cripps","West Coast Eagles",2016,"Domain Stadium",13.17,7,20,12
"Jamie Cripps","West Coast Eagles",2016,"GIANTS Stadium",13,13,13,1
"Jamie Cripps","West Coast Eagles",2016,"GMHBA Stadium",9,9,9,1
"Jamie Cripps","West Coast Eagles",2016,"Gabba",14,14,14,1
"Jamie Cripps","West Coast Eagles",2016,"MCG",14,11,16,3
"Jamie Cripps","West Coast Eagles",2016,"Marvel Stadium",15,15,15,1
"Jamie Cripps","West Coast Eagles",2016,"SCG",12,12,12,1
"Jamie Cripps","West Coast Eagles",2017,"Domain Stadium",15.4,9,19,10
"Jamie Cripps","West Coast Eagles",2017,"GIANTS Stadium",12,12,12,1
"Jamie Cripps","West Coast Eagles",2017,"Heritage Bank Stadium",9,9,9,1
"Jamie Cripps","West Coast Eagles",2017,"MCG",14,10,18,2
"Jamie Cripps","West Coast Eagles",2017,"Marvel Stadium",11,7,15,5
"Jamie Cripps","West Coast Eagles",2018,"Adelaide Oval",15,12,18,2
"Jamie Cripps","West Coast Eagles",2018,"Blundstone Arena",19,19,19,1
"Jamie Cripps","West Coast Eagles",2018,"GIANTS Stadium",17,17,17,1
"Jamie Cripps","West Coast Eagles",2018,"Gabba",23,23,23,1
"Jamie Cripps","West Coast Eagles",2018,"MCG",14.5,9,20,2
"Jamie Cripps","West Coast Eagles",2018,"Marvel Stadium",12,8,16,2
"Jamie Cripps","West Coast Eagles",2018,"Optus Stadium",15.5,7,22,12
"Jamie Cripps","West Coast Eagles",2018,"SCG",14,14,14,1
"Jamie Cripps","West Coast Eagles",2019,"Adelaide Oval",12,12,12,1
"Jamie Cripps","West Coast Eagles",2019,"GMHBA Stadium",7,7,7,1
"Jamie Cripps","West Coast Eagles",2019,"MCG",14.67,13,18,3
"Jamie Cripps","West Coast Eagles",2019,"Marvel Stadium",21,21,21,1
"Jamie Cripps","West Coast Eagles",2019,"Optus Stadium",13.1,1,21,10
"Jamie Cripps","West Coast Eagles",2019,"SCG",12,12,12,1
"Jamie Cripps","West Coast Eagles",2020,"Gabba",10.5,10,11,2
"Jamie Cripps","West Coast Eagles",2020,"Heritage Bank Stadium",11,7,14,4
"Jamie Cripps","West Coast Eagles",2020,"Optus Stadium",12.14,9,15,7
"Jamie Cripps","West Coast Eagles",2021,"Adelaide Oval",25,25,25,1
"Jamie Cripps","West Coast Eagles",2021,"GIANTS Stadium",11,11,11,1
"Jamie Cripps","West Coast Eagles",2021,"GMHBA Stadium",10.5,10,11,2
"Jamie Cripps","West Coast Eagles",2021,"Gabba",13,13,13,1
"Jamie Cripps","West Coast Eagles",2021,"MCG",12.5,11,14,2
"Jamie Cripps","West Coast Eagles",2021,"Marvel Stadium",14,13,15,2
"Jamie Cripps","West Coast Eagles",2021,"Optus Stadium",14.92,9,25,12
"Jamie Cripps","West Coast Eagles",2021,"SCG",12,12,12,1
"Jamie Cripps","West Coast Eagles",2022,"Adelaide Oval",11.5,9,14,2
"Jamie Cripps","West Coast Eagles",2022,"GIANTS Stadium",14,14,14,1
"Jamie Cripps","West Coast Eagles",2022,"GMHBA Stadium",13,13,13,1
"Jamie Cripps","West Coast Eagles",2022,"Gabba",15,15,15,1
"Jamie Cripps","West Coast Eagles",2022,"Heritage Bank Stadium",13,13,13,1
"Jamie Cripps","West Coast Eagles",2022,"MCG",18.5,13,24,2
"Jamie Cripps","West Coast Eagles",2022,"Optus Stadium",13.22,11,16,9
"Jamie Cripps","West Coast Eagles",2023,"Gabba",10,10,10,1
"Jamie Cripps","West Coast Eagles",2023,"Marvel Stadium",13.75,10,17,4
"Jamie Cripps","West Coast Eagles",2023,"Optus Stadium",13.14,6,18,7
"Jamie Elliott","Collingwood",2014,"Accor Stadium",11,11,11,1
"Jamie Elliott","Collingwood",2014,"Adelaide Oval",10,10,10,1
"Jamie Elliott","Collingwood",2014,"Domain Stadium",21,21,21,1
"Jamie Elliott","Collingwood",2014,"MCG",15.45,5,24,11
"Jamie Elliott","Collingwood",2014,"Marvel Stadium",14.67,13,17,3
"Jamie Elliott","Collingwood",2015,"Adelaide Oval",22,22,22,1
"Jamie Elliott","Collingwood",2015,"Domain Stadium",12,12,12,1
"Jamie Elliott","Collingwood",2015,"Gabba",16,16,16,1
"Jamie Elliott","Collingwood",2015,"Heritage Bank Stadium",12,12,12,1
"Jamie Elliott","Collingwood",2015,"MCG",13.5,8,22,14
"Jamie Elliott","Collingwood",2015,"Marvel Stadium",14,14,14,1
"Jamie Elliott","Collingwood",2015,"SCG",24,24,24,1
"Jamie Elliott","Collingwood",2017,"Adelaide Oval",13,13,13,1
"Jamie Elliott","Collingwood",2017,"Domain Stadium",12,12,12,1
"Jamie Elliott","Collingwood",2017,"GIANTS Stadium",15,15,15,1
"Jamie Elliott","Collingwood",2017,"Heritage Bank Stadium",14,14,14,1
"Jamie Elliott","Collingwood",2017,"MCG",15,10,20,10
"Jamie Elliott","Collingwood",2017,"Marvel Stadium",11.67,6,19,3
"Jamie Elliott","Collingwood",2019,"Adelaide Oval",19,19,19,1
"Jamie Elliott","Collingwood",2019,"Gabba",12,12,12,1
"Jamie Elliott","Collingwood",2019,"MCG",10.1,5,18,10
"Jamie Elliott","Collingwood",2019,"Marvel Stadium",18,18,18,1
"Jamie Elliott","Collingwood",2019,"Optus Stadium",10,10,10,1
"Jamie Elliott","Collingwood",2020,"GIANTS Stadium",13,11,15,2
"Jamie Elliott","Collingwood",2020,"Gabba",15,10,19,7
"Jamie Elliott","Collingwood",2020,"MCG",9,5,13,3
"Jamie Elliott","Collingwood",2020,"Marvel Stadium",13,13,13,1
"Jamie Elliott","Collingwood",2020,"Optus Stadium",12.33,10,15,3
"Jamie Elliott","Collingwood",2021,"Adelaide Oval",14,14,14,1
"Jamie Elliott","Collingwood",2021,"Gabba",23,23,23,1
"Jamie Elliott","Collingwood",2021,"MCG",14.75,5,21,8
"Jamie Elliott","Collingwood",2021,"Marvel Stadium",13,11,15,2
"Jamie Elliott","Collingwood",2021,"SCG",19,19,19,1
"Jamie Elliott","Collingwood",2022,"Adelaide Oval",18,18,18,1
"Jamie Elliott","Collingwood",2022,"Heritage Bank Stadium",13,13,13,1
"Jamie Elliott","Collingwood",2022,"MCG",15.6,11,26,10
"Jamie Elliott","Collingwood",2022,"Marvel Stadium",14.5,12,17,2
"Jamie Elliott","Collingwood",2022,"Optus Stadium",13,13,13,1
"Jamie Elliott","Collingwood",2022,"SCG",6,6,6,1
"Jamie Elliott","Collingwood",2023,"Adelaide Oval",11.33,11,12,3
"Jamie Elliott","Collingwood",2023,"Gabba",13,13,13,1
"Jamie Elliott","Collingwood",2023,"Heritage Bank Stadium",11,11,11,1
"Jamie Elliott","Collingwood",2023,"MCG",11.77,8,17,13
"Jamie Elliott","Collingwood",2023,"Marvel Stadium",10,9,12,3
"Jamie Macmillan","North Melbourne",2014,"Marvel Stadium",15.75,11,23,4
"Jamie Macmillan","North Melbourne",2015,"Adelaide Oval",17,17,17,1
"Jamie Macmillan","North Melbourne",2015,"Blundstone Arena",18,18,18,1
"Jamie Macmillan","North Melbourne",2015,"Domain Stadium",16,16,16,1
"Jamie Macmillan","North Melbourne",2015,"GIANTS Stadium",29,29,29,1
"Jamie Macmillan","North Melbourne",2015,"Heritage Bank Stadium",28,28,28,1
"Jamie Macmillan","North Melbourne",2015,"MCG",15,15,15,1
"Jamie Macmillan","North Melbourne",2015,"Marvel Stadium",19,13,27,8
"Jamie Macmillan","North Melbourne",2016,"Adelaide Oval",12,12,12,1
"Jamie Macmillan","North Melbourne",2016,"Blundstone Arena",20.33,14,31,3
"Jamie Macmillan","North Melbourne",2016,"Domain Stadium",23,23,23,1
"Jamie Macmillan","North Melbourne",2016,"Gabba",16,16,16,1
"Jamie Macmillan","North Melbourne",2016,"Heritage Bank Stadium",16,16,16,1
"Jamie Macmillan","North Melbourne",2016,"MCG",13,13,13,1
"Jamie Macmillan","North Melbourne",2016,"Marvel Stadium",19.23,5,31,13
"Jamie Macmillan","North Melbourne",2016,"SCG",17,17,17,1
"Jamie Macmillan","North Melbourne",2017,"Blundstone Arena",20,20,20,2
"Jamie Macmillan","North Melbourne",2017,"Domain Stadium",26,26,26,1
"Jamie Macmillan","North Melbourne",2017,"Heritage Bank Stadium",8,8,8,1
"Jamie Macmillan","North Melbourne",2017,"MCG",17,17,17,1
"Jamie Macmillan","North Melbourne",2017,"Marvel Stadium",19.12,13,26,8
"Jamie Macmillan","North Melbourne",2018,"Adelaide Oval",18,18,18,1
"Jamie Macmillan","North Melbourne",2018,"Blundstone Arena",15.67,11,19,3
"Jamie Macmillan","North Melbourne",2018,"Cazalys Stadium",27,27,27,1
"Jamie Macmillan","North Melbourne",2018,"GMHBA Stadium",17,17,17,1
"Jamie Macmillan","North Melbourne",2018,"Gabba",17,17,17,1
"Jamie Macmillan","North Melbourne",2018,"MCG",18,15,21,2
"Jamie Macmillan","North Melbourne",2018,"Marvel Stadium",19.36,14,24,11
"Jamie Macmillan","North Melbourne",2018,"Optus Stadium",21,21,21,1
"Jamie Macmillan","North Melbourne",2018,"SCG",15,15,15,1
"Jamie Macmillan","North Melbourne",2019,"Adelaide Oval",15,15,15,1
"Jamie Macmillan","North Melbourne",2019,"Blundstone Arena",23.5,13,34,2
"Jamie Macmillan","North Melbourne",2019,"GMHBA Stadium",24,24,24,1
"Jamie Macmillan","North Melbourne",2019,"Gabba",12,12,12,1
"Jamie Macmillan","North Melbourne",2019,"MCG",28,28,28,1
"Jamie Macmillan","North Melbourne",2019,"Marvel Stadium",19.1,8,34,10
"Jamie Macmillan","North Melbourne",2019,"Optus Stadium",25.5,14,37,2
"Jamie Macmillan","North Melbourne",2020,"Adelaide Oval",14,14,14,1
"Jamie Macmillan","North Melbourne",2020,"GIANTS Stadium",12,12,12,1
"Jamie Macmillan","North Melbourne",2020,"Gabba",12,11,13,2
"Jamie Macmillan","North Melbourne",2020,"Heritage Bank Stadium",13.67,10,17,3
"Jamie Macmillan","North Melbourne",2020,"Marvel Stadium",11.33,9,15,3
"Jared Petrenko","Adelaide Crows",2014,"Adelaide Oval",12.67,10,15,3
"Jared Petrenko","Adelaide Crows",2014,"Marvel Stadium",13,9,17,2
"Jared Polec","North Melbourne",2019,"Adelaide Oval",17,17,17,1
"Jared Polec","North Melbourne",2019,"Blundstone Arena",22.75,18,29,4
"Jared Polec","North Melbourne",2019,"GMHBA Stadium",16,16,16,1
"Jared Polec","North Melbourne",2019,"Gabba",20,20,20,1
"Jared Polec","North Melbourne",2019,"Heritage Bank Stadium",28,28,28,1
"Jared Polec","North Melbourne",2019,"MCG",19,19,19,1
"Jared Polec","North Melbourne",2019,"Marvel Stadium",23.64,19,32,11
"Jared Polec","North Melbourne",2019,"Optus Stadium",29,27,31,2
"Jared Polec","North Melbourne",2020,"Adelaide Oval",18,18,18,1
"Jared Polec","North Melbourne",2020,"GIANTS Stadium",23,23,23,1
"Jared Polec","North Melbourne",2020,"Gabba",20,15,25,2
"Jared Polec","North Melbourne",2020,"Heritage Bank Stadium",18.8,13,25,5
"Jared Polec","North Melbourne",2020,"Marvel Stadium",18.75,12,25,4
"Jared Polec","North Melbourne",2021,"Blundstone Arena",11,11,11,1
"Jared Polec","North Melbourne",2021,"Heritage Bank Stadium",20,20,20,1
"Jared Polec","North Melbourne",2021,"Marvel Stadium",10.67,3,22,3
"Jared Polec","North Melbourne",2022,"Gabba",9,9,9,1
"Jared Polec","North Melbourne",2022,"Marvel Stadium",19,19,19,1
"Jared Polec","Port Adelaide",2014,"Adelaide Oval",20.42,8,29,12
"Jared Polec","Port Adelaide",2014,"Domain Stadium",23,19,27,2
"Jared Polec","Port Adelaide",2014,"Heritage Bank Stadium",4,4,4,1
