"full_name","team.name","season","sum_disposals","sum_TOG","mean_disposals","mean_TOG","games_played","disp_per_TOG","starting_position"
"Josh P. Kennedy","Sydney Swans",2022,133,575,12.09,52.27,11,0.2313,"INT"
"Josh Prudden","Western Bulldogs",2015,50,301,12.5,75.25,4,0.1661,"INT"
"Josh Rachele","Adelaide Crows",2022,146,1040,11.23,80,13,0.1404,"Forward"
"Josh Rachele","Adelaide Crows",2023,303,1533,15.15,76.65,20,0.1977,"Forward"
"Josh Rotham","West Coast Eagles",2019,49,317,12.25,79.25,4,0.1546,"Back"
"Josh Rotham","West Coast Eagles",2020,107,814,10.7,81.4,10,0.1314,"Back"
"Josh Rotham","West Coast Eagles",2021,305,1657,16.05,87.21,19,0.1841,"Back"
"Josh Rotham","West Coast Eagles",2022,141,1029,10.85,79.15,13,0.137,"Back"
"Josh Rotham","West Coast Eagles",2023,120,993,10,82.75,12,0.1208,"Back"
"Josh Saunders","St Kilda",2014,131,774,13.1,77.4,10,0.1693,"Forward"
"Josh Saunders","St Kilda",2015,8,74,4,37,2,0.1081,"INT"
"Josh Schache","Brisbane Lions",2016,147,1525,8.65,89.71,17,0.0964,"Forward"
"Josh Schache","Brisbane Lions",2017,91,794,9.1,79.4,10,0.1146,"Forward"
"Josh Schache","Melbourne",2023,10,93,5,46.5,2,0.1075,"Forward"
"Josh Schache","Western Bulldogs",2018,159,1055,12.23,81.15,13,0.1507,"Forward"
"Josh Schache","Western Bulldogs",2019,134,1003,10.31,77.15,13,0.1336,"Forward"
"Josh Schache","Western Bulldogs",2020,13,150,6.5,75,2,0.0867,"Forward"
"Josh Schache","Western Bulldogs",2021,50,346,10,69.2,5,0.1445,"Back"
"Josh Schache","Western Bulldogs",2022,62,497,8.86,71,7,0.1247,"Back"
"Josh Schoenfeld","Gold Coast Suns",2016,56,324,14,81,4,0.1728,"Mid"
"Josh Schoenfeld","Gold Coast Suns",2017,47,318,11.75,79.5,4,0.1478,"INT"
"Josh Schoenfeld","Gold Coast Suns",2018,79,479,13.17,79.83,6,0.1649,"INT"
"Josh Schoenfeld","Gold Coast Suns",2019,10,90,10,90,1,0.1111,"INT"
"Josh Sinn","Port Adelaide",2022,11,68,11,68,1,0.1618,"Mid"
"Josh Sinn","Port Adelaide",2023,16,131,5.33,43.67,3,0.1221,"INT"
"Josh Smith","Collingwood",2016,374,1482,20.78,82.33,18,0.2524,"Back"
"Josh Smith","Collingwood",2017,255,1108,19.62,85.23,13,0.2301,"Back"
"Josh Smith","Collingwood",2018,14,83,14,83,1,0.1687,"Mid"
"Josh Smith","West Coast Eagles",2019,23,164,11.5,82,2,0.1402,"Back"
"Josh Thomas","Collingwood",2014,224,926,17.23,71.23,13,0.2419,"INT"
"Josh Thomas","Collingwood",2017,148,725,16.44,80.56,9,0.2041,"INT"
"Josh Thomas","Collingwood",2018,368,1722,16.73,78.27,22,0.2137,"Forward"
"Josh Thomas","Collingwood",2019,287,1543,14.35,77.15,20,0.186,"Forward"
"Josh Thomas","Collingwood",2020,125,910,10.42,75.83,12,0.1374,"INT"
"Josh Thomas","Collingwood",2021,266,1443,13.3,72.15,20,0.1843,"Forward"
"Josh Treacy","Fremantle",2021,115,1290,7.67,86,15,0.0891,"Forward"
"Josh Treacy","Fremantle",2022,31,339,7.75,84.75,4,0.0914,"Forward"
"Josh Treacy","Fremantle",2023,139,1251,8.69,78.19,16,0.1111,"Forward"
"Josh Wagner","Melbourne",2016,247,1158,17.64,82.71,14,0.2133,"Back"
"Josh Wagner","Melbourne",2017,143,685,15.89,76.11,9,0.2088,"INT"
"Josh Wagner","Melbourne",2018,63,406,12.6,81.2,5,0.1552,"INT"
"Josh Wagner","Melbourne",2019,184,980,15.33,81.67,12,0.1878,"INT"
"Josh Wagner","Melbourne",2020,25,129,12.5,64.5,2,0.1938,"INT"
"Josh Walker","Brisbane Lions",2016,150,1368,9.38,85.5,16,0.1096,"Forward"
"Josh Walker","Brisbane Lions",2017,132,852,12,77.45,11,0.1549,"Back"
"Josh Walker","Brisbane Lions",2018,199,1244,14.21,88.86,14,0.16,"Forward"
"Josh Walker","Brisbane Lions",2019,134,972,12.18,88.36,11,0.1379,"Back"
"Josh Walker","Geelong Cats",2014,42,393,8.4,78.6,5,0.1069,"Forward"
"Josh Walker","Geelong Cats",2015,155,1240,9.69,77.5,16,0.125,"Forward"
"Josh Walker","North Melbourne",2020,182,1449,10.71,85.24,17,0.1256,"Back"
"Josh Walker","North Melbourne",2021,256,1871,12.19,89.1,21,0.1368,"Back"
"Josh Walker","North Melbourne",2022,178,1371,11.12,85.69,16,0.1298,"Back"
"Josh Ward","Hawthorn",2022,267,1072,19.07,76.57,14,0.2491,"Mid"
"Josh Ward","Hawthorn",2023,313,1171,20.87,78.07,15,0.2673,"Mid"
"Josh Weddle","Hawthorn",2023,278,1336,17.38,83.5,16,0.2081,"Back"
"Josh Williams","North Melbourne",2017,26,152,13,76,2,0.1711,"Back"
"Josh Worrell","Adelaide Crows",2021,3,63,3,63,1,0.0476,"Back"
"Josh Worrell","Adelaide Crows",2022,57,318,14.25,79.5,4,0.1792,"Back"
"Josh Worrell","Adelaide Crows",2023,159,908,14.45,82.55,11,0.1751,"Back"
"Joshua Begley","Essendon",2017,19,158,9.5,79,2,0.1203,"INT"
"Joshua Begley","Essendon",2018,11,75,11,75,1,0.1467,"Forward"
"Joshua Deluca","Fremantle",2017,53,307,13.25,76.75,4,0.1726,"Back"
"Joshua Glenn","Gold Coast Suns",2015,55,369,11,73.8,5,0.1491,"INT"
"Joshua Simpson","Fremantle",2014,13,44,13,44,1,0.2955,"SUB"
"Judd McVee","Melbourne",2023,285,1715,12.95,77.95,22,0.1662,"Back"
"Judson Clarke","Richmond",2022,25,212,8.33,70.67,3,0.1179,"Forward"
"Judson Clarke","Richmond",2023,115,754,8.85,58,13,0.1525,"INT"
"Junior Rioli","Port Adelaide",2023,123,934,10.25,77.83,12,0.1317,"Forward"
"Justin Clarke","Brisbane Lions",2014,225,1970,10.23,89.55,22,0.1142,"Back"
"Justin Clarke","Brisbane Lions",2015,218,1892,10.9,94.6,20,0.1152,"Back"
"Justin McInerney","Sydney Swans",2019,1,56,1,56,1,0.0179,"INT"
"Justin McInerney","Sydney Swans",2020,125,736,13.89,81.78,9,0.1698,"INT"
"Justin McInerney","Sydney Swans",2021,365,1596,18.25,79.8,20,0.2287,"Mid"
"Justin McInerney","Sydney Swans",2022,354,1553,18.63,81.74,19,0.2279,"Back"
"Justin McInerney","Sydney Swans",2023,309,1420,17.17,78.89,18,0.2176,"Mid"
"Justin Westhoff","Port Adelaide",2014,409,2006,18.59,91.18,22,0.2039,"Forward"
"Justin Westhoff","Port Adelaide",2015,399,2001,18.14,90.95,22,0.1994,"Forward"
"Justin Westhoff","Port Adelaide",2016,363,1958,16.5,89,22,0.1854,"Forward"
"Justin Westhoff","Port Adelaide",2017,420,1879,19.09,85.41,22,0.2235,"Forward"
"Justin Westhoff","Port Adelaide",2018,438,1918,19.91,87.18,22,0.2284,"Forward"
"Justin Westhoff","Port Adelaide",2019,348,1708,17.4,85.4,20,0.2037,"Mid"
"Justin Westhoff","Port Adelaide",2020,123,995,10.25,82.92,12,0.1236,"INT"
"Jy Farrar","Gold Coast Suns",2020,6,60,6,60,1,0.1,"INT"
"Jy Farrar","Gold Coast Suns",2021,145,811,14.5,81.1,10,0.1788,"Back"
"Jy Farrar","Gold Coast Suns",2022,171,1010,12.21,72.14,14,0.1693,"Back"
"Jy Farrar","Gold Coast Suns",2023,77,470,8.56,52.22,9,0.1638,"SUB"
"Jy Simpkin","North Melbourne",2017,141,899,10.85,69.15,13,0.1568,"INT"
"Jy Simpkin","North Melbourne",2018,327,1662,14.86,75.55,22,0.1968,"INT"
"Jy Simpkin","North Melbourne",2019,390,1609,18.57,76.62,21,0.2424,"Mid"
"Jy Simpkin","North Melbourne",2020,344,1316,20.24,77.41,17,0.2614,"Mid"
"Jy Simpkin","North Melbourne",2021,592,1823,26.91,82.86,22,0.3247,"Mid"
"Jy Simpkin","North Melbourne",2022,559,1817,26.62,86.52,21,0.3076,"Mid"
"Jy Simpkin","North Melbourne",2023,343,1308,20.18,76.94,17,0.2622,"Mid"
"Jye Amiss","Fremantle",2022,9,82,9,82,1,0.1098,"Forward"
"Jye Amiss","Fremantle",2023,161,1636,7.67,77.9,21,0.0984,"Forward"
"Jye Caldwell","Essendon",2021,32,116,16,58,2,0.2759,"INT"
"Jye Caldwell","Essendon",2022,375,1491,18.75,74.55,20,0.2515,"Mid"
"Jye Caldwell","Essendon",2023,391,1590,18.62,75.71,21,0.2459,"Forward"
"Jye Caldwell","GWS Giants",2019,23,148,11.5,74,2,0.1554,"INT"
"Jye Caldwell","GWS Giants",2020,114,614,12.67,68.22,9,0.1857,"INT"
"Jye Menzie","Essendon",2022,19,81,9.5,40.5,2,0.2346,"SUB"
"Jye Menzie","Essendon",2023,175,1451,8.75,72.55,20,0.1206,"Forward"
"Kade Chandler","Melbourne",2019,7,80,7,80,1,0.0875,"INT"
"Kade Chandler","Melbourne",2021,4,67,0.8,13.4,5,0.0597,"SUB"
"Kade Chandler","Melbourne",2022,7,51,1.75,12.75,4,0.1373,"SUB"
"Kade Chandler","Melbourne",2023,240,1458,12,72.9,20,0.1646,"Forward"
"Kade Kolodjashnij","Gold Coast Suns",2014,308,1529,17.11,84.94,18,0.2014,"Back"
"Kade Kolodjashnij","Gold Coast Suns",2015,490,2012,22.27,91.45,22,0.2435,"Back"
"Kade Kolodjashnij","Gold Coast Suns",2016,333,1626,17.53,85.58,19,0.2048,"Back"
"Kade Kolodjashnij","Gold Coast Suns",2017,232,948,21.09,86.18,11,0.2447,"Back"
"Kade Kolodjashnij","Gold Coast Suns",2018,130,693,16.25,86.62,8,0.1876,"Back"
"Kade Kolodjashnij","Melbourne",2019,17,138,8.5,69,2,0.1232,"Forward"
"Kade Simpson","Carlton",2014,520,1944,23.64,88.36,22,0.2675,"Mid"
"Kade Simpson","Carlton",2015,460,1809,23,90.45,20,0.2543,"Mid"
"Kade Simpson","Carlton",2016,597,2045,27.14,92.95,22,0.2919,"Back"
"Kade Simpson","Carlton",2017,529,2057,24.05,93.5,22,0.2572,"Back"
"Kade Simpson","Carlton",2018,549,1919,26.14,91.38,21,0.2861,"Back"
"Kade Simpson","Carlton",2019,366,1480,20.33,82.22,18,0.2473,"Back"
"Kade Simpson","Carlton",2020,264,1402,15.53,82.47,17,0.1883,"Back"
"Kade Stewart","Hawthorn",2016,36,209,12,69.67,3,0.1722,"INT"
"Kade Stewart","Hawthorn",2017,34,264,8.5,66,4,0.1288,"INT"
"Kai Lohmann","Brisbane Lions",2022,13,87,6.5,43.5,2,0.1494,"INT"
"Kai Lohmann","Brisbane Lions",2023,38,218,7.6,43.6,5,0.1743,"INT"
"Kaiden Brand","Hawthorn",2016,142,899,12.91,81.73,11,0.158,"Back"
"Kaiden Brand","Hawthorn",2017,272,1608,16,94.59,17,0.1692,"Back"
"Kaiden Brand","Hawthorn",2018,123,898,12.3,89.8,10,0.137,"Back"
"Kaiden Brand","Hawthorn",2019,56,457,11.2,91.4,5,0.1225,"Back"
"Kaiden Brand","Sydney Swans",2020,18,174,9,87,2,0.1034,"Back"
"Kaiden Brand","Sydney Swans",2021,38,235,12.67,78.33,3,0.1617,"Back"
"Kaine Baldwin","Essendon",2022,23,314,5.75,78.5,4,0.0732,"Forward"
"Kaine Baldwin","Essendon",2023,35,258,11.67,86,3,0.1357,"Back"
"Kallan Dawson","North Melbourne",2022,56,345,14,86.25,4,0.1623,"INT"
"Kamdyn McIntosh","Richmond",2015,338,1645,15.36,74.77,22,0.2055,"Mid"
"Kamdyn McIntosh","Richmond",2016,108,493,18,82.17,6,0.2191,"Mid"
"Kamdyn McIntosh","Richmond",2017,322,1672,15.33,79.62,21,0.1926,"Forward"
"Kamdyn McIntosh","Richmond",2018,265,1411,13.95,74.26,19,0.1878,"Mid"
"Kamdyn McIntosh","Richmond",2019,226,1300,14.12,81.25,16,0.1738,"Mid"
"Kamdyn McIntosh","Richmond",2020,192,1172,13.71,83.71,14,0.1638,"Mid"
"Kamdyn McIntosh","Richmond",2021,263,1327,15.47,78.06,17,0.1982,"Mid"
"Kamdyn McIntosh","Richmond",2022,323,1663,16.15,83.15,20,0.1942,"Mid"
"Kamdyn McIntosh","Richmond",2023,317,1836,14.41,83.45,22,0.1727,"Mid"
"Kane Cornes","Port Adelaide",2014,548,1982,24.91,90.09,22,0.2765,"Mid"
"Kane Cornes","Port Adelaide",2015,140,620,20,88.57,7,0.2258,"Mid"
"Kane Farrell","Port Adelaide",2018,48,349,9.6,69.8,5,0.1375,"INT"
"Kane Farrell","Port Adelaide",2019,59,554,8.43,79.14,7,0.1065,"INT"
"Kane Farrell","Port Adelaide",2020,102,882,9.27,80.18,11,0.1156,"INT"
"Kane Farrell","Port Adelaide",2021,122,700,12.2,70,10,0.1743,"Mid"
"Kane Farrell","Port Adelaide",2022,243,1265,15.19,79.06,16,0.1921,"INT"
"Kane Farrell","Port Adelaide",2023,306,1571,16.11,82.68,19,0.1948,"Back"
"Kane Lambert","Richmond",2015,193,910,16.08,75.83,12,0.2121,"Mid"
"Kane Lambert","Richmond",2016,221,1163,14.73,77.53,15,0.19,"Forward"
"Kane Lambert","Richmond",2017,446,1761,21.24,83.86,21,0.2533,"Forward"
"Kane Lambert","Richmond",2018,451,1703,22.55,85.15,20,0.2648,"Mid"
"Kane Lambert","Richmond",2019,398,1539,22.11,85.5,18,0.2586,"Forward"
"Kane Lambert","Richmond",2020,253,1351,15.81,84.44,16,0.1873,"Forward"
"Kane Lambert","Richmond",2021,268,1038,20.62,79.85,13,0.2582,"Mid"
"Kane Lambert","Richmond",2022,90,406,12.86,58,7,0.2217,"Forward"
"Kane Lucas","Carlton",2014,85,495,12.14,70.71,7,0.1717,"Forward"
"Kane Mitchell","Port Adelaide",2014,142,687,14.2,68.7,10,0.2067,"INT"
"Kane Mitchell","Port Adelaide",2015,121,581,15.12,72.62,8,0.2083,"INT"
"Kane Mitchell","Port Adelaide",2016,77,359,19.25,89.75,4,0.2145,"Mid"
"Karl Amon","Hawthorn",2023,463,1650,23.15,82.5,20,0.2806,"Mid"
"Karl Amon","Port Adelaide",2015,73,348,10.43,49.71,7,0.2098,"Forward"
"Karl Amon","Port Adelaide",2016,211,1081,14.07,72.07,15,0.1952,"INT"
"Karl Amon","Port Adelaide",2017,238,928,18.31,71.38,13,0.2565,"INT"
"Karl Amon","Port Adelaide",2018,92,431,15.33,71.83,6,0.2135,"INT"
"Karl Amon","Port Adelaide",2019,334,1324,19.65,77.88,17,0.2523,"Mid"
"Karl Amon","Port Adelaide",2020,278,1435,16.35,84.41,17,0.1937,"Mid"
"Karl Amon","Port Adelaide",2021,520,1806,23.64,82.09,22,0.2879,"Mid"
"Karl Amon","Port Adelaide",2022,520,1767,23.64,80.32,22,0.2943,"Mid"
"Karl Worner","Fremantle",2023,27,188,9,62.67,3,0.1436,"INT"
"Karmichael Hunt","Gold Coast Suns",2014,8,70,8,70,1,0.1143,"INT"
"Kayle Kirby","Collingwood",2017,4,69,4,69,1,0.058,"Forward"
"Kayne Turner","North Melbourne",2014,35,233,11.67,77.67,3,0.1502,"Forward"
"Kayne Turner","North Melbourne",2015,98,674,8.91,61.27,11,0.1454,"Forward"
"Kayne Turner","North Melbourne",2016,15,70,7.5,35,2,0.2143,"INT"
"Kayne Turner","North Melbourne",2017,183,1197,12.2,79.8,15,0.1529,"Forward"
"Kayne Turner","North Melbourne",2018,248,1691,11.27,76.86,22,0.1467,"Forward"
"Kayne Turner","North Melbourne",2019,262,1725,12.48,82.14,21,0.1519,"Forward"
"Kayne Turner","North Melbourne",2021,260,1829,11.82,83.14,22,0.1422,"Back"
"Kayne Turner","North Melbourne",2022,164,1276,9.65,75.06,17,0.1285,"Back"
"Kayne Turner","North Melbourne",2023,103,823,9.36,74.82,11,0.1252,"Forward"
"Keegan Brooksby","Gold Coast Suns",2015,22,236,7.33,78.67,3,0.0932,"Forward"
"Keegan Brooksby","Gold Coast Suns",2016,100,707,12.5,88.38,8,0.1414,"Back"
"Keegan Brooksby","Gold Coast Suns",2017,46,251,15.33,83.67,3,0.1833,"Back"
"Keegan Brooksby","Hawthorn",2020,5,53,5,53,1,0.0943,"INT"
"Keidean Coleman","Brisbane Lions",2020,38,329,9.5,82.25,4,0.1155,"Forward"
"Keidean Coleman","Brisbane Lions",2021,129,875,8.06,54.69,16,0.1474,"INT"
"Keidean Coleman","Brisbane Lions",2022,277,1112,18.47,74.13,15,0.2491,"INT"
"Keidean Coleman","Brisbane Lions",2023,311,1352,16.37,71.16,19,0.23,"INT"
"Kieran Collins","Western Bulldogs",2016,4,73,4,73,1,0.0548,"Back"
"Kieran Lovell","Hawthorn",2016,29,147,14.5,73.5,2,0.1973,"INT"
"Kieran Strachan","Adelaide Crows",2020,4,78,4,78,1,0.0513,"INT"
"Kieran Strachan","Adelaide Crows",2021,29,171,14.5,85.5,2,0.1696,"Ruck"
"Kieran Strachan","Adelaide Crows",2022,23,160,11.5,80,2,0.1437,"Ruck"
"Kieren Briggs","GWS Giants",2021,49,328,9.8,65.6,5,0.1494,"Ruck"
"Kieren Briggs","GWS Giants",2022,37,270,9.25,67.5,4,0.137,"Forward"
"Kieren Briggs","GWS Giants",2023,202,1006,15.54,77.38,13,0.2008,"Ruck"
"Kieren Jack","Sydney Swans",2014,510,1772,24.29,84.38,21,0.2878,"Mid"
"Kieren Jack","Sydney Swans",2015,508,1736,23.09,78.91,22,0.2926,"Mid"
"Kieren Jack","Sydney Swans",2016,475,1651,22.62,78.62,21,0.2877,"Mid"
"Kieren Jack","Sydney Swans",2017,294,1313,17.29,77.24,17,0.2239,"Forward"
"Kieren Jack","Sydney Swans",2018,266,1266,14.78,70.33,18,0.2101,"Forward"
"Kieren Jack","Sydney Swans",2019,80,569,10,71.12,8,0.1406,"Forward"
"Kobe Mutch","Essendon",2018,48,220,16,73.33,3,0.2182,"Mid"
"Kobe Mutch","Essendon",2019,0,3,0,3,1,0,"INT"
"Kobe Mutch","Essendon",2020,11,78,11,78,1,0.141,"INT"
"Koby Stevens","St Kilda",2017,326,1049,21.73,69.93,15,0.3108,"Mid"
"Koby Stevens","St Kilda",2018,42,156,21,78,2,0.2692,"Mid"
"Koby Stevens","Western Bulldogs",2014,347,1515,17.35,75.75,20,0.229,"INT"
"Koby Stevens","Western Bulldogs",2015,244,949,20.33,79.08,12,0.2571,"Mid"
"Koby Stevens","Western Bulldogs",2016,268,951,22.33,79.25,12,0.2818,"Forward"
"Kristian Jaksch","Carlton",2015,62,536,10.33,89.33,6,0.1157,"Back"
"Kristian Jaksch","Carlton",2016,8,79,8,79,1,0.1013,"Forward"
"Kristian Jaksch","GWS Giants",2014,46,361,9.2,72.2,5,0.1274,"INT"
"Kurt Aylett","Essendon",2014,16,107,8,53.5,2,0.1495,"Mid"
"Kurt Heatherley","Hawthorn",2016,11,78,11,78,1,0.141,"Back"
"Kurt Heatherley","Hawthorn",2017,47,315,11.75,78.75,4,0.1492,"Back"
"Kurt Mutimer","West Coast Eagles",2017,43,273,10.75,68.25,4,0.1575,"INT"
"Kurt Tippett","Sydney Swans",2014,112,858,10.18,78,11,0.1305,"Forward"
"Kurt Tippett","Sydney Swans",2015,236,1669,11.8,83.45,20,0.1414,"Forward"
"Kurt Tippett","Sydney Swans",2016,193,1156,13.79,82.57,14,0.167,"Forward"
"Kurt Tippett","Sydney Swans",2017,83,577,9.22,64.11,9,0.1438,"Forward"
"Kyle Cheney","Adelaide Crows",2015,144,963,14.4,96.3,10,0.1495,"Back"
"Kyle Cheney","Adelaide Crows",2016,303,1955,13.77,88.86,22,0.155,"Back"
"Kyle Cheney","Adelaide Crows",2018,112,656,14,82,8,0.1707,"INT"
"Kyle Cheney","Hawthorn",2014,137,867,15.22,96.33,9,0.158,"Back"
"Kyle Dunkley","Melbourne",2019,48,366,9.6,73.2,5,0.1311,"INT"
"Kyle Hardingham","Essendon",2014,54,547,6.75,68.38,8,0.0987,"Forward"
"Kyle Hartigan","Adelaide Crows",2014,106,645,15.14,92.14,7,0.1643,"Back"
"Kyle Hartigan","Adelaide Crows",2015,161,1505,10.06,94.06,16,0.107,"Back"
"Kyle Hartigan","Adelaide Crows",2016,277,1899,13.19,90.43,21,0.1459,"Back"
"Kyle Hartigan","Adelaide Crows",2017,175,1308,11.67,87.2,15,0.1338,"Back"
"Kyle Hartigan","Adelaide Crows",2018,149,1092,11.46,84,13,0.1364,"Back"
"Kyle Hartigan","Adelaide Crows",2019,195,1671,10.26,87.95,19,0.1167,"Back"
"Kyle Hartigan","Adelaide Crows",2020,111,1076,9.25,89.67,12,0.1032,"Back"
"Kyle Hartigan","Hawthorn",2021,201,1817,10.58,95.63,19,0.1106,"Back"
"Kyle Hartigan","Hawthorn",2022,13,216,4.33,72,3,0.0602,"Back"
"Kyle Langford","Essendon",2015,64,493,8,61.62,8,0.1298,"Forward"
"Kyle Langford","Essendon",2016,260,1356,15.29,79.76,17,0.1917,"INT"
"Kyle Langford","Essendon",2017,82,470,13.67,78.33,6,0.1745,"INT"
"Kyle Langford","Essendon",2018,288,1215,18,75.94,16,0.237,"INT"
"Kyle Langford","Essendon",2019,299,1314,17.59,77.29,17,0.2275,"INT"
"Kyle Langford","Essendon",2020,287,1332,17.94,83.25,16,0.2155,"INT"
"Kyle Langford","Essendon",2021,354,1415,20.82,83.24,17,0.2502,"Mid"
"Kyle Langford","Essendon",2022,124,663,13.78,73.67,9,0.187,"Forward"
"Kyle Langford","Essendon",2023,299,2000,13.59,90.91,22,0.1495,"Forward"
"Kyle Martin","Collingwood",2014,14,82,7,41,2,0.1707,"Forward"
"Kyron Hayden","North Melbourne",2019,4,41,4,41,1,0.0976,"Forward"
"Kyron Hayden","North Melbourne",2020,79,597,9.88,74.62,8,0.1323,"Back"
"Kyron Hayden","North Melbourne",2021,21,207,7,69,3,0.1014,"INT"
"Kyron Hayden","North Melbourne",2022,52,391,10.4,78.2,5,0.133,"Back"
"Kysaiah Pickett","Melbourne",2020,109,1059,7.79,75.64,14,0.1029,"Forward"
"Kysaiah Pickett","Melbourne",2021,272,1698,12.36,77.18,22,0.1602,"Forward"
"Kysaiah Pickett","Melbourne",2022,225,1676,10.71,79.81,21,0.1342,"Forward"
"Kysaiah Pickett","Melbourne",2023,227,1644,11.35,82.2,20,0.1381,"Forward"
"Lachie Ash","GWS Giants",2020,136,971,11.33,80.92,12,0.1401,"INT"
"Lachie Ash","GWS Giants",2021,353,1578,16.81,75.14,21,0.2237,"Back"
"Lachie Ash","GWS Giants",2022,338,1720,16.1,81.9,21,0.1965,"Mid"
"Lachie Ash","GWS Giants",2023,529,1788,24.05,81.27,22,0.2959,"Back"
"Lachie Fogarty","Carlton",2021,246,1213,14.47,71.35,17,0.2028,"Forward"
"Lachie Fogarty","Carlton",2022,24,159,8,53,3,0.1509,"INT"
"Lachie Fogarty","Carlton",2023,102,621,12.75,77.62,8,0.1643,"Forward"
"Lachie Fogarty","Geelong Cats",2018,199,1160,13.27,77.33,15,0.1716,"Forward"
"Lachie Fogarty","Geelong Cats",2019,19,110,9.5,55,2,0.1727,"INT"
"Lachie Fogarty","Geelong Cats",2020,81,445,13.5,74.17,6,0.182,"INT"
"Lachie Henderson","Carlton",2014,192,1556,11.29,91.53,17,0.1234,"Forward"
"Lachie Henderson","Carlton",2015,189,1410,11.81,88.12,16,0.134,"Forward"
"Lachie Henderson","Geelong Cats",2016,266,1624,14.78,90.22,18,0.1638,"Back"
"Lachie Henderson","Geelong Cats",2017,321,1773,16.89,93.32,19,0.181,"Back"
"Lachie Henderson","Geelong Cats",2018,97,561,16.17,93.5,6,0.1729,"Back"
"Lachie Henderson","Geelong Cats",2019,70,426,14,85.2,5,0.1643,"Back"
"Lachie Henderson","Geelong Cats",2020,124,943,12.4,94.3,10,0.1315,"Back"
"Lachie Henderson","Geelong Cats",2021,294,1789,16.33,99.39,18,0.1643,"Back"
"Lachie Hunter","Melbourne",2023,474,1912,22.57,91.05,21,0.2479,"Mid"
"Lachie Hunter","Western Bulldogs",2014,198,1042,14.14,74.43,14,0.19,"INT"
"Lachie Hunter","Western Bulldogs",2015,259,838,21.58,69.83,12,0.3091,"Forward"
"Lachie Hunter","Western Bulldogs",2016,634,1939,28.82,88.14,22,0.327,"Mid"
"Lachie Hunter","Western Bulldogs",2017,497,1886,22.59,85.73,22,0.2635,"Mid"
"Lachie Hunter","Western Bulldogs",2018,626,1897,29.81,90.33,21,0.33,"Mid"
"Lachie Hunter","Western Bulldogs",2019,587,1985,26.68,90.23,22,0.2957,"Mid"
"Lachie Hunter","Western Bulldogs",2020,234,780,26,86.67,9,0.3,"Forward"
"Lachie Hunter","Western Bulldogs",2021,464,1755,22.1,83.57,21,0.2644,"Mid"
"Lachie Hunter","Western Bulldogs",2022,170,778,18.89,86.44,9,0.2185,"Mid"
"Lachie Jones","Port Adelaide",2021,81,433,13.5,72.17,6,0.1871,"INT"
"Lachie Jones","Port Adelaide",2022,141,922,10.07,65.86,14,0.1529,"INT"
"Lachie Jones","Port Adelaide",2023,129,955,10.75,79.58,12,0.1351,"Back"
"Lachie Neale","Brisbane Lions",2019,688,1950,31.27,88.64,22,0.3528,"Mid"
"Lachie Neale","Brisbane Lions",2020,468,1567,27.53,92.18,17,0.2987,"Mid"
"Lachie Neale","Brisbane Lions",2021,385,1263,25.67,84.2,15,0.3048,"Mid"
"Lachie Neale","Brisbane Lions",2022,663,1909,30.14,86.77,22,0.3473,"Mid"
"Lachie Neale","Brisbane Lions",2023,601,1910,27.32,86.82,22,0.3147,"Mid"
"Lachie Neale","Fremantle",2014,477,1444,22.71,68.76,21,0.3303,"INT"
"Lachie Neale","Fremantle",2015,605,1695,27.5,77.05,22,0.3569,"INT"
"Lachie Neale","Fremantle",2016,737,1796,33.5,81.64,22,0.4104,"Mid"
"Lachie Neale","Fremantle",2017,571,1630,27.19,77.62,21,0.3503,"Mid"
"Lachie Neale","Fremantle",2018,667,1764,30.32,80.18,22,0.3781,"Mid"
"Lachie Plowman","Carlton",2016,233,1600,12.26,84.21,19,0.1456,"Back"
"Lachie Plowman","Carlton",2017,301,1904,14.33,90.67,21,0.1581,"Back"
"Lachie Plowman","Carlton",2018,155,1089,11.92,83.77,13,0.1423,"Back"
"Lachie Plowman","Carlton",2019,305,1950,14.52,92.86,21,0.1564,"Back"
"Lachie Plowman","Carlton",2020,163,1479,10.19,92.44,16,0.1102,"Back"
"Lachie Plowman","Carlton",2021,219,1713,11.53,90.16,19,0.1278,"Back"
"Lachie Plowman","Carlton",2022,174,1186,11.6,79.07,15,0.1467,"Back"
"Lachie Plowman","Carlton",2023,12,74,12,74,1,0.1622,"INT"
"Lachie Plowman","GWS Giants",2014,114,1022,9.5,85.17,12,0.1115,"Back"
"Lachie Plowman","GWS Giants",2015,36,177,18,88.5,2,0.2034,"Back"
"Lachie Schultz","Fremantle",2019,82,505,11.71,72.14,7,0.1624,"Forward"
"Lachie Schultz","Fremantle",2020,169,1376,9.94,80.94,17,0.1228,"Forward"
"Lachie Schultz","Fremantle",2021,220,1588,11,79.4,20,0.1385,"Forward"
"Lachie Schultz","Fremantle",2022,281,1753,13.38,83.48,21,0.1603,"Forward"
"Lachie Schultz","Fremantle",2023,349,1808,15.86,82.18,22,0.193,"Forward"
"Lachie Weller","Fremantle",2015,31,147,10.33,49,3,0.2109,"SUB"
"Lachie Weller","Fremantle",2016,343,1623,15.59,73.77,22,0.2113,"INT"
"Lachie Weller","Fremantle",2017,442,1828,20.09,83.09,22,0.2418,"Back"
"Lachie Weller","Gold Coast Suns",2018,433,1830,19.68,83.18,22,0.2366,"Mid"
